Index,Original Comment,True Label,Predicted Label
3591,offshorers demand no taxes no risk,0,1
3597,catholic church rules perjury not a mortal sin,1,0
3604,affable anti semite thinks the jews are doing super job with the media,1,0
3620,harambe is grandmother euthanized at miami zoo,0,1
3626,academy president says it is up to the film studios to encourage diversity in hollywood,0,1
3627,michelle obama to dnc after this election you dipshits are on your own,1,0
3638,desperate gop spotted in south dakota trying to build keystone pipeline themselves,1,0
3653,immigrant mother receives pardon for minor driving conviction but still could be deported,0,1
3654,leftist friends gather as castro funeral cortege reaches final destination,0,1
3656,mike pompeo defects to north korea after learning about kim jong un is torture program,1,0
3657,protest again delays hawaii giant telescope construction,0,1
3660,churchgoing widows what gets them hot,1,0
3661,open minded man would be willing to look past jennifer lawrence is flaws,1,0
3670,united airlines skips senate deadline to explain passenger dragging incident,0,1
3677,panicked keynote speaker suddenly can not remember what future of innovation is,1,0
3678,senator misses simpler time when he could do abominable things in peace,1,0
3682,robbie krieger goes minutes without mentioning jim morrison,1,0
3687,heroin deaths are surging but deadliest drugs still come in pill bottles,0,1
3695,cory booker kamala harris elizabeth warren assure dreamers they will never stop fighting for the nomination,1,0
3696,kidnapping suspect says vaccine is side effects led him to crime,0,1
3700,frito lay targets blacks with new menthol doritos,1,0
3701,hillary clinton taps pusha t for voter registration drive,0,1
3706,mila kunis sold unlicensed boyband t shirts on the side while filming nothat show,0,1
3709,u s cities are not ready to fend off the next flint,0,1
3711,open floor plan increases office shooter is productivity by,1,0
3724,area mom was waiting in the car for minutes,1,0
3725,kelly clarkson felt isuppressed says top country star is career changed when he came out,0,1
3726,delta air lines resumes flights after computer systems suffer power outage,0,1
3731,genius woman uses yelp to rate her dates,0,1
3739,wedding beautiful,1,0
3746,everyone glad someone else making small talk with disabled woman,1,0
3749,trump honors sacrifices civil rights activists will have to make under his presidency,1,0
3750,man shows up with gun at alton sterling memorial,0,1
3753,havery special constitutional amendment to take on alcoholism,1,0
3760,sweden blood bank texts donors to notify them whenever their blood helps save a life,0,1
3763,the so called uptick in hate is fundamentally american,0,1
3767,pence passing time during trump is speech by mentally baptizing senators,1,0
3780,parents of adorable baby on tv show most likely insane,1,0
3792,naturist retreat ends in boner,1,0
3795,picasso is guernica triples in value after being autographed by the new york rangers,1,0
3797,independent bookstore puts the dave eggers right where the fuckers can find them,1,0
3800,personals ad takes hardline anti fatties stance,1,0
3806,gun lobby politicians like bob goodlatte enable social media killers,0,1
3809,u s fears russia ramping up support for assad,0,1
3814,lindsay lohan is rehab stint off to great start and she is gone,1,0
3818,glowing ahmadinejad i am the nuclear weapon we have been building,1,0
3819,welterweight boxer dies after sustaining serious injuries in bout,0,1
3825,new co op airline offers cheaper fares if you help fly the plane,1,0
3830,what grieving widow needs is a day at the spa,1,0
3858,study finds american diets are poor but improving,0,1
3875,new istar trek tv series in the works for,0,1
3880,dan harmon finally reveals reason behind rick and morty delays,0,1
3891,new hunger games mockingjay part posters show the cast ready for battle,0,1
3893,tom hanks vows he will not stop until he has portrayed every last american,1,0
3896,time to kick turkey out of nato,0,1
3898,world is jews celebrate christmas with ceremonial re murdering of christ,1,0
3902,employee wellness programs are not so voluntary anymore,0,1
3903,repopulation of africa begins,1,0
3906,rex tillerson travels to turkey to be honored by the oil industry,0,1
3907,nothis will be the end of trump is campaign says increasingly nervous man for seventh time this year,1,0
3914,new fathers suffer from postpartum depression too,0,1
3916,massive filament snakes across sun is surface,0,1
3920,senate wins fight to lower allowable amperage levels on detainees testicles,1,0
3922,nasa completely forgot probe was returning today,1,0
3923,dad admits killing family on facebook now my family is pain free,0,1
3924,lindsey graham booed at town hall for supporting neil gorsuch,0,1
3927,tennessee judge upholds state is lethal injection process,0,1
3932,gop promotes carly fiorina to male candidate after strong debate showing,1,0
3934,a major hunger games theory gets support from the cast,0,1
3940,romney ryan sneak into dnc while posing as caterers,1,0
3945,last officer from pearl harbor battleship uss arizona dies at,0,1
3946,ira hamas sweep bombie awards,1,0
3947,limbaugh says drug addiction a remnant of clinton administration,1,0
3951,study seeks to measure iscalia ness of donald trump is supreme court picks,0,1
3953,charles koch orders sniper to fire warning shot next to marco rubio on debate stage,1,0
3954,are we meeting the needs of our nation is rich,1,0
3955,what man thinks is recycling takes city workers hours a day to sort,1,0
3956,kasparov de rezzed,1,0
3958,man having a great time will soon have to apologize to everyone,1,0
3960,man from future can not stop living in the less far into the future,1,0
3964,rubio launches new lines of attack against christie,0,1
3968,independence and nakba intertwined and inseparable,0,1
3970,everyone uses singular nothey whether they realize it or not,0,1
3975,hippie will tell you what the real crime is,1,0
3980,shy shelter dog is reaction to getting adopted is the definition of joy on earth,0,1
3982,record breaking rainstorms pummel carolinas,0,1
3984,bananas again sweep primates choice awards,1,0
3987,ted cruz wins idaho republican primary,0,1
3988,queen of soul commands in philly,0,1
3989,the great seafood treats of late summer part ii the fish fry,0,1
3991,sarah palin defends curt schilling espn continues to screw up,0,1
3993,study those who go to college earn more degrees over lifetime than those who do not,1,0
4000,military service members prefer presidential candidates who question war,0,1
4004,congrats you have been auto enrolled now what,0,1
4006,michael jackson deposed as king of pop in hitless coup,1,0
4008,magazine article about mindy kaling fails to mention she is a woman,1,0
4014,america a fascist police state stoned underage drunk driver charges,1,0
4015,former google engineer james damore takes refuge among the alt right,0,1
4016,mountaintop retreat with maharishi leaves greenspan obsessed with rupee,1,0
4019,jake tapper has one word response to creepy kellyanne conway isnl sketch,0,1
4020,gun dealer likely thwarted mass shooting by refusing sale sheriff,0,1
4025,ergonomic advisors call for million in federal lumbar support,1,0
4026,baby fox who was supposed to die finds man who believes in her,0,1
4029,camaros to come with pubescent mustaches,1,0
4033,nato airstrike destroys key taliban day care center,1,0
4053,joan rivers remembered,0,1
4057,everything better now in oklahoma city,1,0
4062,wreckage of cargo ship lost during hurricane joaquin believed to be found,0,1
4079,grandfather seems proud of how many people polio killed,1,0
4082,congressional authorization,0,1
4094,black man in support of confederate flag triples his media appearance rates,1,0
4100,matt damon now knows you are sexually attracted to his ponytail,0,1
4102,antidepressant can not believe it is expected to fix this mess all on its own,1,0
4103,traditional campaign tactics are basically a waste of time new study concludes,0,1
4106,lake bell welcomes baby girl,0,1
4108,alex delarge forced to step down as leader of droogs amidst allegations of sexual misconduct,1,0
4109,emails u s government facilitated lng business deals before terminals got required federal permits,0,1
4114,entourage the movie who cares,0,1
4115,bernie sanders asks anyone who is serious about breaking up big banks to meet him on corner of canal and bowery at midnight,1,0
4118,epa accidentally spills millions of gallons of waste turning river orange,0,1
4138,mit physicists split the smithereen,1,0
4141,waiter seriously needs his apps,1,0
4157,north korea returns to normalcy with synchronized disco jump rope gala,1,0
4158,senate votes near unanimously for russia iran sanctions,0,1
4163,you can hold snake owner reports,1,0
4167,netanyahu begins calling for israeli return to ancient homeland of iran,1,0
4169,radical islamic extremists snowboard into u s embassy,1,0
4181,doctor says lover gave him poisoned isweet coffee,0,1
4187,second life makes dream of owning fictitious coffee shop come true,1,0
4189,ganymede totalled in three moon pileup,1,0
4193,father is day tribute to a family man,0,1
4198,essential rules for a long lasting marriage,0,1
4205,michelle wolf speaks out on white house correspondents dinner controversy,0,1
4207,prison escapee appears in court,0,1
4210,scott pruitt tosses another pvc tube on campfire,1,0
4216,publicists dead injured in struggle to transform the rock into dwayne johnson,1,0
4219,boy surprises marine dad during firefight in afghanistan,1,0
4224,moments leading up to romney is concession most likely hilarious,1,0
4225,women is prison riot feels gratuitous,1,0
4226,cuban migrants adrift at sea drank own blood and urine to stay alive,0,1
4227,three escaping legislators shot from senate guard tower,1,0
4231,everest avalanche victim is loved ones launch campaign dedicated to living life as an adventure,0,1
4234,strip poker ends solemnly with scar explanation,1,0
4239,brian williams retreats to mountainside hut to meditate on fickle nature of truth,1,0
4240,here is what happens when a spouse who identified as straight comes out as lgbt,0,1
4242,new hampshire episode not just for old white people,0,1
4278,greece orders banks to re open monday,0,1
4308,india holds stampede for charity,1,0
4312,bank of america touts going green but funnels billions into fossil fuels,0,1
4313,romney we should never apologize for american values or japanese internment camps,1,0
4318,mississippi bans soft drinks smaller than ounces,1,0
4321,has earned more than he would have without college education,1,0
4324,kanye west i would have ridden away from a slave plantation on a motorcycle first chance i got,1,0
4334,world is most advanced yo yo does not need you,1,0
4336,experts point to long glorious history of successful u s bombing campaigns,1,0
4339,congress abandons wikiconstitution,1,0
4350,biggest loser in high school adjusting to being ordinary loser in college,1,0
4356,warm approach of potential new friendship just street canvasser again,1,0
4357,convict sentenced to generating to in profits for private prison,1,0
4359,full time mom drunk on the job,1,0
4364,got season finale hints at appearance of that one big character,0,1
4365,exasperated james holmes requests media stop calling him alleged colorado shooter,1,0
4366,restaurant bartender leaves a single beer out to remember fallen soldier,0,1
4371,aliens arrive late isorry hope nobody is killed themselves yet say aliens,1,0
4375,director scott schwartz takes on disney is hunchback,0,1
4385,colorado death penalty in focus as massacre trial enters new phase,0,1
4392,michelle obama shutters let is move program after failed run,1,0
4395,scout returns with news of quicker checkout line to the east,1,0
4397,decades of hosts return for gma anniversary,0,1
4398,back to dock voted most popular destination among current rowboat passengers,1,0
4404,local dad gets this show on the road,1,0
4408,the artisanal school supplies list,0,1
4413,marvel handbook casually reveals peter parker uncircumcised,1,0
4420,facebook we will make our product worse you will be upset and then you will live with it,1,0
4427,smiling willie nelson reflects on a lifetime of weed and women,1,0
4429,successful u s airstrike kills iraqis who may as well have been terrorists,1,0
4441,sexual assault report drops from white house site remains on obama archive update,0,1
4442,olympics to be held in century,1,0
4459,outline of inhaler clearly visible in comic con attendee is lycra bodysuit,1,0
4463,epa did not know anybody was still drinking water,1,0
4465,after careful consideration bush recommends oil drilling,1,0
4467,brendan fraser to star in new pre movie trivia question,1,0
4468,content could be hotter more social,1,0
4472,fbi might withhold secret method of unlocking iphone from apple,0,1
4473,u s trained syria rebels hand over equipment to al qaeda affiliate,0,1
4475,enormous grace slick threatens california coastline,1,0
4477,katie ledecky u s swimming sensation accidentally breaks world record,0,1
4483,politicians ignoring the dangers of jowl implants,1,0
4494,hillary clinton speech interrupted by black student activists,0,1
4499,joseph gordon levitt performs rhythm nation almost better than janet jackson herself,0,1
4513,that knife guy from high school arrested in knife related incident,1,0
4519,style legend iris apfel just got her very own barbie,0,1
4528,now that is what i call shitty music tops album charts,1,0
4534,aerosol can surprisingly upfront about giving you cancer,1,0
4539,law schools now require applicants to honestly state whether they want to go to law school,1,0
4544,bradley cooper looks unrecognizable for new role,0,1
4548,exhausted defeated voters finally beginning to relate to hillary clinton,1,0
4555,anderson cooper decides to keep recent gay conversion therapy private,1,0
4557,jian ghomeshi announces new podcast gets rightfully dragged,0,1
4558,spanish government threatens to impose direct rule in catalonia,0,1
4562,journalists attend private koch brothers gathering but agree not to name donors,0,1
4566,another comedian ruined by parenthood,1,0
4568,michael moore uses reality shows to explain how bad america is at voting,0,1
4571,kim jong un calls north korea sub missile launch greatest success,0,1
4578,michael jackson hires magical anthropomorphic giraffe as defense lawyer,1,0
4583,stunned in ot loss to chargers,0,1
4585,wall street journal seeks isubstantial newsroom buyouts,0,1
4587,drought ravaged nyc institutes alternate side of street firefighting,1,0
4593,why a local news station is decision to live stream a potential suicide is dangerous,0,1
4596,nobody was more delighted by the mtv movie tv awards opening than hugh jackman,0,1
4597,learning the meaning of family through intense homophobia,0,1
4599,north korean prisoners temporarily put into american detention camp to help ease shock of return,1,0
4619,right to own handheld device that shoots deadly metal pellets at high speed worth all of this,1,0
4620,russia today anchor admits spreading lies for putin,0,1
4622,trump suffering horrible indigestion after eating fresh well prepared state dinner meal,1,0
4623,quaaludes are back reports quaalude taking journalist,1,0
4647,naked dripping wet tom brady thrilled by judge is decision to overturn suspension imagines judge,1,0
4658,knowshon moreno asks broncos if there is anything else to drink besides gatorade,1,0
4668,nothese kids should be in school instead of protesting say people so tantalizingly close to getting the point,1,0
4669,romney celebrates florida win with all night miami beach rave,1,0
4677,experts reject trump is claim that obama founded isis,0,1
4684,atlanta motel standoff ends with suspect stabbing himself,0,1
4685,supreme court legalizes gay marriage after landmark decision,1,0
4688,cuomo makes surprise afghanistan trip,0,1
4689,rnc chair says they lose acting normal so why not give trump a shot,0,1
4693,midlife obesity may speed up alzheimer is,0,1
4695,trump campaign training poll watchers to spot any suspicious skin colors on election day,1,0
4700,dna swab nabs suspect in vanessa marcotte is killing,0,1
4711,siri calls for teen pinned under fallen truck,0,1
4714,nabisco baffled after trump administration gives it million contract to rebuild puerto rico is roads,1,0
4727,oakland teacher mistakenly teaches economics,1,0
4739,officials struggling to condense trump is intelligence briefing down to one word,1,0
4748,biden forges president is signature on executive order to make december dokken history month,1,0
4750,elizabeth banks posts aca amazing pitch perfect cast photo,0,1
4756,dzhokar tsarnaev finally moves off campus,1,0
4762,wouldo not cry for me,0,1
4770,nuclear bomb detonates during rehearsal for ispider man musical,1,0
4773,renowned ornithologist always secretly wanted to be a bird,1,0
4788,laffy taffy writer disdains bazooka,1,0
4792,climate is not mentioned once in trump is infrastructure plan,0,1
4795,horatio sanz sweeps latin emmys,1,0
4798,new mcdonald is sandwich offers free wi fi,1,0
4807,statement making sunglasses under,0,1
4815,everyone outraged catholic priest did that thing everyone jokes about,1,0
4817,power plan foes from mars backers from venus earth actually,0,1
4822,part written specifically with sylvia saint in mind,1,0
4824,orlando foundation releases preview art of interim pulse memorial,0,1
4826,man surprises girlfriend by drawing them in different animation styles,0,1
4830,i have four young children says kellyanne conway in most disturbing public statement to date,1,0
4833,republican mississippi senator is long political past holds clues his time may be up,0,1
4834,friend working at milwaukee history museum could probably get you in for free,1,0
4847,cool colleges you have probably never heard of,0,1
4854,new hyundai owner sort of brags about it to co workers,1,0
4858,mainstream media at it again bloggers report,1,0
4859,teens throwing rocks at overgrown long vacant supreme court seat,1,0
4863,new bomb capable of creating new terrorists in single blast,1,0
4866,mitt romney reaches out to young voters with laser tag pizza party,1,0
4876,entertainment history buffs re enact battle of the network stars,1,0
4880,universe honors david bowie with emotional starlight vigil,1,0
4895,catalan leader says region cannot accept illegal control from madrid,0,1
4901,margaret atwood nothe handmaids are supposed to be aliens,1,0
4903,rest of kickline out sick,1,0
4907,breaking mrs nichols also daniel is mom,1,0
4917,sean hannity i will be dispelling any and all factual claims about me during my show,1,0
4925,xylophonist shredding it,1,0
4930,vatican appoints new generation cardinal head of key archdiocese,0,1
4933,collaboration between carlos santana rob thomas somehow standing test of time,1,0
4936,world could face months of chinese market aftershocks,0,1
4947,officials investigating hugh hefner is death suspect foreplay,1,0
4954,steven avery has no doubts he will be a free man again after nephew is conviction overturned,0,1
4955,world hunger can new frito lay zestitos solve the problem,1,0
4970,man says he is riding across country to save his life but is he scamming america,0,1
4978,barry pepper getting by,1,0
4979,flu clinic selling version of vaccine for a few bucks cheaper,1,0
4981,get tivo friend is solution to everything,1,0
4983,scientists reveal the secret key to charisma,0,1
4984,nothis women is strike will not accomplish anything reports man who will boycott upcoming avengers movie,1,0
4987,like boxes of shit in your house get a cat,1,0
4992,site liar liar trump on fire gets creative with fact checking the republican nominee,0,1
4994,obama is supreme court nominee just bragged about sending this man to prison now he is free,0,1
5000,joe paterno is name to remain on joe paterno center for covering up sexual abuse,1,0
5011,without them you could buy anything whispers amazon echo as man stares blankly at family,1,0
5026,grand theft auto v missions to focus largely on tutoring community outreach,1,0
5031,morgan spurlock admits history of sexual misconduct including rape accusation,0,1
5034,oxfam your donation will help us protect impoverished girls from our employees,1,0
5037,new extended paternity leave offers dads more time to lose colleagues respect,1,0
5051,the most problematic punctuation mark explained,0,1
5059,rep steve king tweets latina constituent wouldo you always lie in english,0,1
5061,how a paragliding accident completely changed this man is perspective on life,0,1
5068,coming soon a new fraggle rock movie,0,1
5071,nfl player shares some good news about his daughter is cancer treatment,0,1
5073,tsarnaev death penalty a warning to any other religious fanatics hoping to be martyred,1,0
5075,high level languages for front end developers,0,1
5077,breaking thriller writer jeffery deaver at top of his game,1,0
5078,fat couple is love like a fat flower,1,0
5079,jeff bezos heart breaks a little reading albany is amazon headquarters pitch,1,0
5084,aziz ansari pissed about accepting british award in person in la,0,1
5092,daniel boulud awards scholarship to c cap alum,0,1
5102,new epa chief proposes cut in all carbon based organisms,1,0
5106,ohio state fair accident caused by excessive corrosion ride manufacturer says,0,1
5113,democratic scouts head to tampa to get closer look at mitt romney,1,0
5120,band dreams of one day becoming popular enough to alienate early fans,1,0
5124,robert mueller dreading returning from european vacation to start russia investigation,1,0
5125,proposed law would require mothers to look at pictures of congressmen she disappointing before having abortion,1,0
5126,adam levine proudly displays his baby bump alongside wife in cute instagram photo,0,1
5145,bruno mars reportedly offered halftime spot for super bowl,0,1
5149,an authentic century jerusalem burial shroud,0,1
5150,ghastly money mistakes that could come back to haunt you,0,1
5164,rachael ray snaps chicken is neck live on air,1,0
5174,christina aguilera is barely recognizable on paper magazine cover,0,1
5181,is data hoarding necessary for lawful surveillance,0,1
5184,supreme court justice benatar orders army to stop using sex as a weapon,1,0
5197,giant murals disappear with the tides because nothing lasts forever,0,1
5198,megachurch pastor abruptly retires after allegations of improper conduct go public,0,1
5205,bizarre sci fi novel posits world where natives inhabited america before europeans,1,0
5208,entire republican national convention stunned as ann romney asks for divorce,1,0
5210,nope christian bale is not playing batman in batman v superman,0,1
5211,esa lander prepares for historic mars landing,0,1
5213,god wondering how far he could throw earth,1,0
5218,larry flynt wins right to pursue missouri execution records,0,1
5222,strangulation the new blow to the head says hired killer magazine,1,0
5235,dirty disheveled scott pruitt confesses he spent last of epa funding weeks ago,1,0
5237,new epa regulations would force power plants to find more loopholes by,1,0
5241,congressional climate deniers represent percent of americans,0,1
5252,previous pulitzer winners feels so hollow knowing there are far more deserving institutions,1,0
5256,man cruises by william h macy is website to check out the latest news,1,0
5263,john oliver f king idiot trump managed to screw up disavowing nazis,0,1
5271,mass die off of dolphins directly linked to deepwater horizon spill,0,1
5276,supreme court mistakenly used belgium is constitution for last rulings,1,0
5280,actual proctor met at party,1,0
5281,portrait of nude bleeding man hung on school wall,1,0
5289,nasa issues formal apology for genocide of moon natives,1,0
5291,thinking about maybe doing something funny with his facial hair,1,0
5292,koreas make history marching under unified flag in olympics opener,0,1
5296,beyonc fans are in a panic over their already purchased coachella tickets,0,1
5298,obama hosts diplomatic talks at starbucks while oval office carpet cleaned,1,0
5302,unemployed single mother in rubio speech told candidate about her problems in confidence,1,0
5316,nyt bloomberg planning independent presidential run,0,1
5320,ruthless powerful ceo has become very thing he loves most,1,0
5324,mike boggs record catches up to him,0,1
5328,ios link glitch is ruining some iphones,0,1